,text,label,content
40," Cincuenta días ha tardado en llegar el primer cisma del cogobierno entre el PP y Ciudadanos en el Ayuntamiento de Madrid. Probablemente, el alcalde, José Luis Martínez-Almeida, no conserve esa franca sonrisa recogida en la foto que le dedicaba a su vicea",0,cincuenta d as tardado llegar primer cisma cogobierno pp ciudadano ayuntamiento madrid probablement alcald jo lui mart nez almeida conserv franca sonrisa recogida foto dedicaba vicea
41," Coche empotrado en Xirivella. CPBV Europa Press Un vehículo se ha empotrado en la planta baja de una vivienda de Xirivella, ha destruido parte de la fachada y ha quedado incrustado en su interior, según ha informado el Consorci de Bombers. El accidente h",0,coch empotrado xirivella cpbv europa press veh culo empotrado planta baja vivienda xirivella destruido part fachada quedado incrustado interior seg n informado consorci bomber accident h
42," Colombia ha encontrado un alivio en medio de sus enormes esfuerzos contra el narcotráfico en el memorando con el cual el presidente de Estados Unidos, Donald Trump , aprobó el desempeño del país andino en su lucha antidrogas. Con ese anhelado respaldo, e",0,colombia encontrado alivio medio enorm esfuerzo narcotr fico memorando president unido donald trump aprob desemp pa s andino lucha antidroga anhelado respaldo
43," Con el trasfondo de las elecciones generales y el descalabro del Partido Popular en Cataluña -donde redujo de seis a uno el número de diputados obtenidos-, el candidato municipal Josep Bou intenta contener la sangría de votos para la Alcaldía de Barcelon",0,trasfondo eleccion general descalabro partido popular catalu redujo sei n mero diputado obtenido candidato municip josep bou intenta conten sangr voto alcald barcelon
44," Cuando los termómetros superan los 30 grados centígrados en la calle y las casas están recalentadas, hay cosas a las que resulta complicado resistirse. Una de ellas es una cerveza bien fría. Otra es dejar pasar las horas a remojo en una piscina. Pero cua",0,term metro superan grado cent grado call casa est n recalentada cosa resulta complicado resistirs cerveza bien fr dejar pasar hora remojo piscina cua
45, DE UN TIEMPO a esta parte los arranques de campaña y el estreno de la cartelería vienen acompañados con un sondeo con la rúbrica de Tezanos . Lo que supone que en lugar de fijarnos en los rostros que aparecen en el papel nos volquemos en la interpretació,0,tiempo part arranqu campa estreno cartel vienen acompa ado sondeo r brica tezano supon lugar fijarno rostro aparecen papel volquemo interpretaci
46," Desde junio del año pasado, cada vez que un barco de una ONG rescata a migrantes en alta mar se enfrenta a la negativa de Malta e Italia de recibirlos a menos que haya un acuerdo previo para reubicar a los rescatados en otros países. Hasta hoy, la UE no ",0,junio pasado cada vez barco ong rescata migrant alta mar enfrenta negativa malta italia recibirlo meno acuerdo previo reubicar rescatado pa se hoy ue
47," Difícil lo tuvo el jurado del Premio Valle-Inclán de Teatro, con finalistas como José Sacristán, Mario Gas o Flotats . Los 12 candidatos se lo merecían. Bajo los efectos del #MeToo, se lo llevó Magüi Mira , directora de Consentimiento, una obra sobre la ",0,dif cil jurado premio vall incl n teatro finalista jo sacrist n mario ga flotat candidato merec an bajo efecto metoo llev mag i mira directora consentimiento obra
48," Dos de ellos quedaron archivados en 2016 . Con el último ha sucedido lo propio ahora. Los demandantes pedían en todos los casos su inhabilitación para el ejercicio de cargo público durante 10 años, una pena que no le han impuesto finalmente los tribunale",0,do quedaron archivado ltimo sucedido propio ahora demandant ped an caso inhabilitaci n ejercicio cargo p blico pena impuesto finalment tribunal
49," Dos partidos con siglas distintas, la misma promesa electoral cuyo anuncio, además, ha coincidido en el día y la hora. Los candidatos del PP y de Ciudadanos a la Comunidad de Madrid, Isabel Díaz Ayuso e Ignacio Aguado, que además podrían estar obligados ",0,do partido sigla distinta misma promesa elector cuyo anuncio adem s coincidido d hora candidato pp ciudadano comunidad madrid isabel d az ayuso ignacio aguado adem s podr an obligado
50," El abogado de Vox, Pedro Fernández, en el Supremo, donde se está juzgando a los condenados del 'procés', el pasado 13 de febrero. JAIME VILLANUEVA El diputado de Vox por Zaragoza, quien ha conseguido su escaño en las pasadas elecciones generales, y letra",0,abogado vox pedro fern ndez supremo est juzgando condenado proc s pasado febrero jaim villanueva diputado vox zaragoza conseguido esca pasada eleccion general letra
51," El alcalde de Alicante, el popular Luis Barcala , anunció este miércoles que la Policía Loca l incrementará los controles y la vigilancia a partir de este fin de semana para acabar con el consumo de alcohol en la vía pública. Para ello se creará un dispo",0,alcald alicant popular lui barcala anunci rcole polic loca l incrementar control vigilancia partir fin semana acabar consumo alcohol v p blica ello crear dispo
52," El Ayuntamiento de Alcalá de Henares ha enviado a la Fiscalía General del Estado el cartel publicitario de un lavadero de coches de la localidad, en el que dos mujeres aparecen lavando vehículos en posturas con clara connotación sexual , que según el Con",0,ayuntamiento alcal henar enviado fiscal gener cartel publicitario lavadero coch localidad do mujer aparecen lavando veh culo postura clara connotaci n sexual seg n
53, El BBVA ha anunciado a última hora de la noche de este miércoles (hora española) la venta de su filial paraguaya al Banco GNB Paraguay por 240 millones de euros. La operación aún está sujeta al visto bueno de los reguladores y debería quedar cerrada defi,0,bbva anunciado ltima hora noch rcole hora espa ola venta filial paraguaya banco gnb paraguay millon euro operaci n n est sujeta visto bueno regulador deber quedar cerrada defi
54," El calendario futbolístico es tan disparatado que a veces, ni que sea por casualidad, puede llegar a jugar a favor de los intereses de los aficionados (y no solo de los espectadores), como ha pasado en su 54ª edición con el Gamper , uno de los torneos ve",0,calendario futbol stico tan disparatado vece casualidad pued llegar jugar favor interes aficionado solo espectador pasado edici n gamper torneo ve
55," El candidato a diputado general de Álava Iñaki Oyarzábal ha reclamado 280 millones de euros como ""deuda histórica"" al Gobierno vasco por mantener la Ley de Aportaciones que perjudica a Álava . Oyarzábal junto a la candidata al Ayuntamiento de Vitoria Let",0,candidato diputado gener lava i aki oyarz bal reclamado millon euro deuda hist rica gobierno vasco manten ley aportacion perjudica lava oyarz bal junto candidata ayuntamiento vitoria let
56," El candidato del Partido Popular al Ayuntamiento de Ibiza, José Vicente Marí Bosó, anunció ayer que si logra la alcaldía eliminará la plusvalía municipal y bajará el IBI. El anuncio se produjo durante un acto de precampaña celebrado en Vila, y en el que ",0,candidato partido popular ayuntamiento ibiza jo vicent mar bo anunci ayer si logra alcald eliminar plusval municip bajar ibi anuncio produjo acto precampa celebrado vila
57," El candidato del PP a la alcaldía de Barcelona, Josep Bou, se ha mostrado este lunes ""encantado de servir"" a los ciudadanos durante cuatro años, aunque acto seguido ha añadido: ""Si tengo que estar en una situación débil, no pinto nada ni hago nada, ¿cuat",0,candidato pp alcald barcelona josep bou mostrado lune encantado servir ciudadano cuatro aunqu acto seguido adido si situaci n d bil pinto hago cuat
58," El candidato del PSC a las elecciones municipales de Barcelona, Jaume Collboni, ha erigido a su partido como el voto útil de la ciudadanía no independentista de la ciudad, y ha apelado al voto de los progresistas, pero también de los ""moderados huérfanos",0,candidato psc eleccion municipal barcelona jaum collboni erigido partido voto til ciudadan independentista ciudad apelado voto progresista tambi n moderado hu rfano
59," El cantante y compositor estadounidense David Berman , que fue el líder del grupo de música alternativa Silver Jews , ha muerto a los 52 años, informó su sello discográfico Drag City Records. ""No podríamos lamentar más contarte esto. David Berman falleci",0,cantant compositor estadounidens david berman l der grupo m sica alternativa silver jew muerto inform sello discogr fico drag citi record podr amo lamentar m s contart david berman falleci
60, El caso 3% se ha colado en TV3. El grupo de Ciudadanos (Cs) en el Parlament presentará una propuesta de resolución para conocer los pagos efectuados por la Corporación Catalana de Medios Audiovisuales (CCMA) desde 2009 a las sociedades del ex gerente de ,0,caso colado tv grupo ciudadano cs parlament presentar propuesta resoluci n conoc pago efectuado corporaci n catalana medio audiovisual ccma sociedad ex gerent
61," El centro de recuperación de fauna MónNatura Pirineus, un equipamiento de la Fundació Catalunya La Pedrera situado en Les Valls d'Àneu (Lleida), ha visto nacer al primer lince nacido en el Pirineo catalán desde hace más de un siglo. El felino, un macho q",0,centro recuperaci n fauna m nnatura pirineu equipamiento fundaci catalunya pedrera situado vall d neu lleida visto nacer primer linc nacido pirineo catal n hace m s siglo felino macho q
62," El chavismo acusa el golpe de las nuevas sanciones de la Casa Blanca contra el régimen de Nicolás Maduro . Ayer reaccionó con una pequeña marcha en el centro de Caracas, a la que apenas asistieron cientos de personas , la mayoría empleados públicos, y qu",0,chavismo acusa golp nueva sancion casa blanca r gimen nicol s maduro ayer reaccion pequ marcha centro caraca apena asistieron ciento persona mayor empleado p blico qu
63," El Comité de Campaña Senatorial del Partido Demócrata de Estados Unidos (DSCC) ha expuesto durante los últimos nueve años un total de 6,2 millones de cuentas de correo electrónico en una dirección de almacenamiento de Amazon que estaban mal configurada y",0,comit campa senatori partido dem crata unido dscc expuesto ltimo nuev total millon cuenta correo electr nico direcci n almacenamiento amazon mal configurada
64," El conductor de un vehículo ha fallecido este domingo en Bizkaia al sufrir un grave accidente de tráfico en el corredor del Cadagua (BI 636) a la altura de la localidad de Güeñes. Según han informado fuente de la dirección de Tráfico del Gobierno vasco, ",0,conductor veh culo fallecido domingo bizkaia sufrir grave accident tr fico corredor cadagua bi altura localidad g seg n informado fuent direcci n tr fico gobierno vasco
65, El conflicto laboral en el seno de los Mossos d'Esquadra vuelve a tomar temperatura. Agentes del cuerpo y miembros de sindicatos han ocupado el mediodía de este miércoles la consejería de Interior de la Generalitat para forzar una reunión con el conselle,0,conflicto labor seno mosso d esquadra vuelv tomar temperatura agent cuerpo miembro sindicato ocupado mediod rcole consej interior generalitat forzar reuni n consel
66," El conseller de Economía, Pere Aragonès, ha ordenado recortar el gasto de las consellerias y de las empresas públicas catalanas, excepto en lo que se refiere al pago de nóminas, servicios básicos e inversiones y gastos ya comprometidos, para cuadrar las ",0,consel econom pere aragon s ordenado recortar gasto conselleria empresa p blica catalana excepto refier pago n mina servicio b sico inversion gasto comprometido cuadrar
67," El consorcio TransJerusalem J-Net Ltd, formado por el Grupo CAF y la constructora Shapir , se ha adjudicado el proyecto del tren ligero de Jerusalén por un importe que supera los 1.800 millones de euros , según informó ayer el grupo empresarial guipuzcoa",0,consorcio transjerusalem j net ltd formado grupo caf constructora shapir adjudicado proyecto tren ligero jerus n import supera millon euro seg n inform ayer grupo empresari guipuzcoa
68, El Cuerpo Nacional de Policía ha detenido a cuatro personas acusadas de formar parte de un grupo criminal dedicado al tráfico de seres humanos en la frontera francoespañola de Irún (Gipuzkoa). Esta célula captaba extranjeros llegados en pateras y les ofr,0,cuerpo nacion polic detenido cuatro persona acusada formar part grupo crimin dedicado tr fico sere humano frontera francoespa ola ir n gipuzkoa c lula captaba extranjero llegado patera ofr
69," El debate de los candidatos valencianos a las elecciones europeas (más el representante que envió Ciudadanos que no tiene a nadie de la Comunidad con opciones de ser eurodiputado) generó casi más consensos que disensiones. Y es que en Europa, la distanci",0,debat candidato valenciano eleccion europea m s representant envi ciudadano nadi comunidad opcion ser eurodiputado gener casi m s consenso disension europa distanc
70, El endurecimiento de las sanciones de Estados Unidos contra el Gobierno de Venezuela exacerba la tensión política en el país sudamericano. Nicolás Maduro ha anunciado este jueves su disposición a iniciar una ofensiva contra sus oponentes y delegó en Dios,0,endurecimiento sancion unido gobierno venezuela exacerba tensi n pol tica pa s sudamericano nicol s maduro anunciado juev disposici n iniciar ofensiva oponent deleg dio
71," El escritor, traductor y poeta argentino Leopoldo Brizuela, autor de obras como las novelas Inglaterra. Una fábula y Lisboa. Un melodrama, ha muerto hoy martes en Buenos Aires a los 55 años, según informan varios medios argentinos.",0,escritor traductor poeta argentino leopoldo brizuela autor obra novela inglaterra f bula lisboa melodrama muerto hoy mart bueno air seg n informan vario medio argentino
72," El Estado es propietario desde este sábado de la cripta del cementerio municipal de El Pardo (Madrid) donde el Gobierno prevé enterrar a Franco tras su exhumación del Valle de los Caídos el 10 de junio, tras la publicación del decreto que desvincula la c",0,propietario s bado cripta cementerio municip pardo madrid gobierno prev enterrar franco tra exhumaci n vall ca do junio tra publicaci n decreto desvincula c
73," El exfutbolista David Beckham no podrá ponerse al volante durante seis meses como castigo por conducir por Londres mientras usaba el teléfono móvil, ha dictaminado este jueves un tribunal británico. La corte de magistrados de Bromley , en el sudeste de l",0,exfutbolista david beckham podr poners volant sei mese castigo conducir londr mientra usaba tel fono m vil dictaminado juev tribun brit nico cort magistrado bromley sudest l
74," El fabricante japonés de vehículos Nissan Motor registró un beneficio neto de 319.138 millones de yenes (2.590 millones de euros ) en el ejercicio fiscal nipón 2018, un 57,3 % interanual menos, principalmente por el descenso de ventas en EE.UU. y Europa",0,fabricant japon s veh culo nissan motor registr beneficio neto millon yene millon euro ejercicio fiscal nip n interanu meno principalment descenso venta ee uu europa
75," El Girona firmó su sentencia ante el Levante. No es definitiva, pero la derrota de ayer (1-2) contra el Levante le obliga a depender de una carambola poco menos que imposible para lograr escapar del descenso a Segunda División . Para que el conjunto geru",0,girona firm sentencia levant definitiva derrota ayer levant obliga depend carambola meno impos lograr escapar descenso segunda divisi n conjunto geru
76," El Gobierno de Cantabria, a través del Instituto Cántabro de Servicios Sociales (ICASS), ha firmado un convenio de colaboración con la Cocina Económica, dotado con 30.000 euros, para que esta entidad siga desarrollando en su centro de día en Santander un",0,gobierno cantabria trav s instituto c ntabro servicio social icass firmado convenio colaboraci n cocina econ mica dotado euro entidad siga desarrollando centro d santand
77," El Gobierno que salió de las urnas el verano pasado fue aprobando ""casi todo lo que estaba planificado"" , por anteriores Ejecutivos del PP en materia de contratación en Defensa. Jaime de Rábago, el presidente de la patronal de la industria militar Tedae,",0,gobierno sali urna verano pasado aprobando casi planificado anterior ejecutivo pp materia contrataci n defensa jaim r bago president patron industria militar teda
78," El grupo popular en el Ayuntamiento de Alicante repasó ayer la actualidad de la semana para arremeter contra el tripartito por polémicas que considera «artificiales» y que, en opinión del portavoz adjunto del equipo de Gobierno, Manuel Villar (PP), «ha i",0,grupo popular ayuntamiento alicant repa ayer actualidad semana arremet tripartito pol mica considera artificial opini n portavoz adjunto equipo gobierno manuel villar pp i
